"","x"
"CELL148_N2_3T26-1-210413","Glu_0_Dg_PCDH15"
"CELL1407_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL72_N2_3T26-1-210413","olig_20_olig_olig"
"CELL106_N2_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL62_N2_3T26-1-210413","Glu_18_CA_NPNT"
"CELL738_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL400_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL591_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL86_N2_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL973_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL747_N1_3T26-1-210413","Glu_7_CA_PRKCG"
"CELL167_N2_3T26-1-210413","GABA_1_Lamp5_NWD2"
"CELL986_N1_3T26-1-210413","GABA_12_Cck_HCRTR2"
"CELL331_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL285_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL189_N2_3T26-1-210413","Glu_6_CA_CA2"
"CELL175_N2_3T26-1-210413","Glu_6_CA_CA2"
"CELL618_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL181_N2_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL1062_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL347_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL1211_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL890_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL153_N3_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL1012_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL328_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL1136_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL566_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL330_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL255_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL1100_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL305_N1_3T26-1-210413","Glu_16_CA_TRPC3"
"CELL1231_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL374_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL1320_N1_3T26-1-210413","astrocyte_7_astrocyte_astrocyte"
"CELL574_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL1330_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL1104_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL1150_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL864_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL532_N1_3T26-1-210413","GABA_3_Pvalb_PDGFC"
"CELL943_N1_3T26-1-210413","GABA_2_Pvalb_PLCL1"
"CELL1187_N1_3T26-1-210413","astrocyte_7_astrocyte_astrocyte"
"CELL317_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL484_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL455_N1_3T26-1-210413","Glu_19_CA_HHIP"
"CELL770_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL530_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL601_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL684_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL763_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL53_N3_3T26-1-210413","GABA_2_Pvalb_PLCL1"
"CELL811_N1_3T26-1-210413","GABA_2_Pvalb_PLCL1"
"CELL431_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL1298_N1_3T26-1-210413","Glu_17_CA_CPLX3"
"CELL1071_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL583_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL237_N2_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL239_N2_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL124_N2_3T26-1-210413","Glu_0_Dg_PCDH15"
"CELL503_N1_3T26-1-210413","GABA_10_Lamp5_CA8"
"CELL49_N2_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL674_N1_3T26-1-210413","Glu_17_CA_CPLX3"
"CELL221_N2_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL565_N1_3T26-1-210413","GABA_3_Pvalb_PDGFC"
"CELL1046_N1_3T26-1-210413","GABA_5_Vip_FAT3"
"CELL1340_N1_3T26-1-210413","astrocyte_7_astrocyte_astrocyte"
"CELL350_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL262_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL349_N1_3T26-1-210413","Glu_17_CA_CPLX3"
"CELL66_N2_3T26-1-210413","Glu_18_CA_NPNT"
"CELL1011_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL669_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL275_N1_3T26-1-210413","GABA_3_Pvalb_PDGFC"
"CELL205_N3_3T26-1-210413","GABA_2_Pvalb_PLCL1"
"CELL46_N2_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL436_N1_3T26-1-210413","Glu_9_CA_AADAT"
"CELL559_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL911_N1_3T26-1-210413","GABA_1_Lamp5_NWD2"
"CELL216_N3_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL54_N2_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL636_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL77_N2_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL202_N3_3T26-1-210413","GABA_0_Sst_TRHDE"
"CELL140_N2_3T26-1-210413","Glu_18_CA_NPNT"
"CELL412_N1_3T26-1-210413","Glu_16_CA_TRPC3"
"CELL879_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL1156_N1_3T26-1-210413","Glu_10_CA_ALK"
"CELL1422_N1_3T26-1-210413","GABA_0_Sst_TRHDE"
"CELL731_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL723_N1_3T26-1-210413","Glu_13_CA_NDST4"
"CELL1344_N1_3T26-1-210413","Glu_16_CA_TRPC3"
"CELL960_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL1308_N1_3T26-1-210413","GABA_0_Sst_TRHDE"
"CELL424_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL386_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL429_N1_3T26-1-210413","Glu_13_CA_NDST4"
"CELL935_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL200_N2_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL1045_N1_3T26-1-210413","GABA_3_Pvalb_PDGFC"
"CELL259_N1_3T26-1-210413","GABA_0_Sst_TRHDE"
"CELL1041_N1_3T26-1-210413","GABA_4_Cck_CLMP"
"CELL235_N2_3T26-1-210413","Glu_18_CA_NPNT"
"CELL413_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL210_N2_3T26-1-210413","Glu_18_CA_NPNT"
"CELL570_N1_3T26-1-210413","GABA_5_Vip_FAT3"
"CELL465_N1_3T26-1-210413","Glu_7_CA_PRKCG"
"CELL899_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL866_N1_3T26-1-210413","Glu_0_Dg_PCDH15"
"CELL522_N1_3T26-1-210413","GABA_4_Cck_CLMP"
"CELL870_N1_3T26-1-210413","Glu_9_CA_AADAT"
"CELL1039_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL197_N2_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL1244_N1_3T26-1-210413","Glu_9_CA_AADAT"
"CELL108_N2_3T26-1-210413","GABA_1_Lamp5_NWD2"
"CELL207_N2_3T26-1-210413","Glu_17_CA_CPLX3"
"CELL659_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL929_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL295_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL1224_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL117_N2_3T26-1-210413","Glu_18_CA_NPNT"
"CELL166_N2_3T26-1-210413","Glu_10_CA_ALK"
"CELL1030_N1_3T26-1-210413","olig_20_olig_olig"
"CELL410_N1_3T26-1-210413","Glu_9_CA_AADAT"
"CELL703_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL405_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL85_N2_3T26-1-210413","Glu_7_CA_PRKCG"
"CELL1269_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL284_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL118_N2_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL251_N1_3T26-1-210413","Glu_16_CA_TRPC3"
"CELL718_N1_3T26-1-210413","GABA_1_Lamp5_NWD2"
"CELL1339_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL663_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL68_N2_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL203_N2_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL164_N2_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL833_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL398_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL1371_N1_3T26-1-210413","GABA_0_Sst_TRHDE"
"CELL320_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL388_N1_3T26-1-210413","Glu_16_CA_TRPC3"
"CELL1401_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL781_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL587_N1_3T26-1-210413","GABA_2_Pvalb_PLCL1"
"CELL241_N2_3T26-1-210413","Glu_6_CA_CA2"
"CELL952_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL178_N2_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL837_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL1233_N1_3T26-1-210413","Glu_10_CA_ALK"
"CELL687_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL780_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL1034_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL771_N1_3T26-1-210413","Glu_17_CA_CPLX3"
"CELL215_N3_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL475_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL854_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL266_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL775_N1_3T26-1-210413","GABA_2_Pvalb_PLCL1"
"CELL474_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL174_N2_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL498_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL1291_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL1259_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL580_N1_3T26-1-210413","Glu_19_CA_HHIP"
"CELL845_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL817_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL437_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL281_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL1053_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL1452_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL439_N1_3T26-1-210413","Glu_7_CA_PRKCG"
"CELL75_N2_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL938_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL1359_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL280_N1_3T26-1-210413","Glu_16_CA_TRPC3"
"CELL815_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL157_N2_3T26-1-210413","Glu_17_CA_CPLX3"
"CELL1402_N1_3T26-1-210413","astrocyte_7_astrocyte_astrocyte"
"CELL1253_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL136_N2_3T26-1-210413","GABA_9_Pvalb_SNTG2"
"CELL393_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL93_N2_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL234_N3_3T26-1-210413","Glu_6_CA_CA2"
"CELL593_N1_3T26-1-210413","Glu_10_CA_ALK"
"CELL505_N1_3T26-1-210413","Glu_19_CA_HHIP"
"CELL248_N2_3T26-1-210413","Glu_7_CA_PRKCG"
"CELL753_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL1436_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL423_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL545_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL756_N1_3T26-1-210413","Glu_7_CA_PRKCG"
"CELL965_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL250_N1_3T26-1-210413","Glu_7_CA_PRKCG"
"CELL765_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL714_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL283_N1_3T26-1-210413","GABA_4_Cck_CLMP"
"CELL1287_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL748_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL1018_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL1213_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL794_N1_3T26-1-210413","GABA_1_Lamp5_NWD2"
"CELL1323_N1_3T26-1-210413","GABA_0_Sst_TRHDE"
"CELL1379_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL546_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL706_N1_3T26-1-210413","GABA_0_Sst_TRHDE"
"CELL1262_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL1395_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL191_N2_3T26-1-210413","Glu_9_CA_AADAT"
"CELL1118_N1_3T26-1-210413","Glu_10_CA_ALK"
"CELL355_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL594_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL149_N2_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL443_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL995_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL937_N1_3T26-1-210413","Glu_14_Dg_NCDN"
"CELL309_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL456_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL40_N2_3T26-1-210413","Glu_6_CA_CA2"
"CELL125_N3_3T26-1-210413","Glu_6_CA_CA2"
"CELL511_N1_3T26-1-210413","Glu_0_Dg_PCDH15"
"CELL1147_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL554_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL964_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL264_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL3_N2_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL758_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL232_N2_3T26-1-210413","Glu_6_CA_CA2"
"CELL463_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL1423_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL767_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL1297_N1_3T26-1-210413","OPC_21_OPC_OPC"
"CELL32_N2_3T26-1-210413","Glu_6_CA_CA2"
"CELL1014_N1_3T26-1-210413","Glu_10_CA_ALK"
"CELL724_N1_3T26-1-210413","olig_20_olig_olig"
"CELL614_N1_3T26-1-210413","GABA_6_Vip_CBLN2"
"CELL598_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL707_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL296_N1_3T26-1-210413","GABA_9_Pvalb_SNTG2"
"CELL256_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL736_N1_3T26-1-210413","GABA_1_Lamp5_NWD2"
"CELL1306_N1_3T26-1-210413","GABA_0_Sst_TRHDE"
"CELL236_N2_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL1157_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL115_N2_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL577_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL224_N2_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL839_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL953_N1_3T26-1-210413","Glu_7_CA_PRKCG"
"CELL744_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL895_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL1387_N1_3T26-1-210413","Glu_14_Dg_NCDN"
"CELL874_N1_3T26-1-210413","Glu_9_CA_AADAT"
"CELL557_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL9_N3_3T26-1-210413","GABA_0_Sst_TRHDE"
"CELL1162_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL323_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL629_N1_3T26-1-210413","Glu_17_CA_CPLX3"
"CELL488_N1_3T26-1-210413","GABA_10_Lamp5_CA8"
"CELL338_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL1210_N1_3T26-1-210413","Glu_16_CA_TRPC3"
"CELL487_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL79_N2_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL1417_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL537_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL634_N1_3T26-1-210413","GABA_3_Pvalb_PDGFC"
"CELL827_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL1305_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL991_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL834_N1_3T26-1-210413","GABA_9_Pvalb_SNTG2"
"CELL733_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL893_N1_3T26-1-210413","GABA_5_Vip_FAT3"
"CELL1368_N1_3T26-1-210413","Glu_16_CA_TRPC3"
"CELL730_N1_3T26-1-210413","vas_fib_15_vas_fib_vas_fib"
"CELL150_N2_3T26-1-210413","Glu_18_CA_NPNT"
"CELL955_N1_3T26-1-210413","Glu_16_CA_TRPC3"
"CELL1372_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL375_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL1057_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL638_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL88_N2_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL426_N1_3T26-1-210413","GABA_10_Lamp5_CA8"
"CELL230_N2_3T26-1-210413","Glu_10_CA_ALK"
"CELL1001_N1_3T26-1-210413","GABA_2_Pvalb_PLCL1"
"CELL246_N2_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL395_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL715_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL732_N1_3T26-1-210413","GABA_6_Vip_CBLN2"
"CELL1130_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL324_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL539_N1_3T26-1-210413","Glu_17_CA_CPLX3"
"CELL1155_N1_3T26-1-210413","GABA_6_Vip_CBLN2"
"CELL1383_N1_3T26-1-210413","Glu_14_Dg_NCDN"
"CELL14_N2_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL114_N3_3T26-1-210413","Glu_16_CA_TRPC3"
"CELL851_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL882_N1_3T26-1-210413","GABA_0_Sst_TRHDE"
"CELL223_N2_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL670_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL17_N2_3T26-1-210413","Glu_10_CA_ALK"
"CELL600_N1_3T26-1-210413","Glu_19_CA_HHIP"
"CELL1108_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL653_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL648_N1_3T26-1-210413","GABA_0_Sst_TRHDE"
"CELL408_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL826_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL779_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL975_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL646_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL341_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL297_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL1092_N1_3T26-1-210413","GABA_2_Pvalb_PLCL1"
"CELL127_N2_3T26-1-210413","GABA_2_Pvalb_PLCL1"
"CELL376_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL345_N1_3T26-1-210413","GABA_10_Lamp5_CA8"
"CELL776_N1_3T26-1-210413","Glu_9_CA_AADAT"
"CELL428_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL752_N1_3T26-1-210413","Glu_19_CA_HHIP"
"CELL788_N1_3T26-1-210413","GABA_0_Sst_TRHDE"
"CELL896_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL588_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL853_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL357_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL1257_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL1105_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL538_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL409_N1_3T26-1-210413","Glu_19_CA_HHIP"
"CELL1328_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL103_N2_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL45_N2_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL1107_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL876_N1_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL451_N1_3T26-1-210413","Glu_10_CA_ALK"
"CELL757_N1_3T26-1-210413","Glu_10_CA_ALK"
"CELL387_N1_3T26-1-210413","Glu_13_CA_NDST4"
"CELL78_N3_3T26-1-210413","Glu_11_CA_THEMIS"
"CELL454_N1_3T26-1-210413","GABA_4_Cck_CLMP"
"CELL389_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL348_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL300_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL527_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL1324_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL1178_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL1061_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL597_N1_3T26-1-210413","GABA_4_Cck_CLMP"
"CELL1366_N1_3T26-1-210413","Glu_5_CA_SEMA6D"
"CELL1236_N1_3T26-1-210413","GABA_5_Vip_FAT3"
"CELL1275_N1_3T26-1-210413","GABA_2_Pvalb_PLCL1"
"CELL1264_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL694_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL950_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL737_N1_3T26-1-210413","GABA_2_Pvalb_PLCL1"
"CELL534_N1_3T26-1-210413","GABA_1_Lamp5_NWD2"
"CELL1206_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL187_N2_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL652_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL288_N1_3T26-1-210413","Glu_17_CA_CPLX3"
"CELL1023_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL535_N1_3T26-1-210413","Glu_17_CA_CPLX3"
"CELL222_N2_3T26-1-210413","Glu_10_CA_ALK"
"CELL494_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL18_N2_3T26-1-210413","astrocyte_7_astrocyte_astrocyte"
"CELL104_N2_3T26-1-210413","Glu_10_CA_ALK"
"CELL1288_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL1203_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL742_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL562_N1_3T26-1-210413","GABA_1_Lamp5_NWD2"
"CELL1392_N1_3T26-1-210413","vas_fib_15_vas_fib_vas_fib"
"CELL1226_N1_3T26-1-210413","Glu_9_CA_AADAT"
"CELL379_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL201_N2_3T26-1-210413","Glu_18_CA_NPNT"
"CELL701_N1_3T26-1-210413","Glu_4_CA_GRIA4"
"CELL717_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL981_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL58_N2_3T26-1-210413","Glu_18_CA_NPNT"
"CELL479_N1_3T26-1-210413","Glu_10_CA_ALK"
"CELL999_N1_3T26-1-210413","GABA_5_Vip_FAT3"
"CELL800_N1_3T26-1-210413","GABA_2_Pvalb_PLCL1"
"CELL969_N1_3T26-1-210413","astrocyte_7_astrocyte_astrocyte"
"CELL830_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL792_N1_3T26-1-210413","Glu_9_CA_AADAT"
"CELL311_N1_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL1386_N1_3T26-1-210413","Glu_10_CA_ALK"
"CELL22_N3_3T26-1-210413","Glu_2_Dg_AKAP13"
"CELL1008_N1_3T26-1-210413","Glu_3_CA_FREM1"
"CELL298_N1_3T26-1-210413","Glu_18_CA_NPNT"
"CELL861_N1_3T26-1-210413","Glu_8_CA_PDE1C"
"CELL1199_N1_3T26-1-210413","GABA_5_Vip_FAT3"
"CELL1161_N1_3T26-1-210413","Glu_0_Dg_PCDH15"
"CELL1179_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL925_N1_3T26-1-210413","GABA_0_Sst_TRHDE"
"CELL1441_N1_3T26-1-210413","Glu_10_CA_ALK"
"CELL1112_N1_3T26-1-210413","Glu_7_CA_PRKCG"
"CELL681_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL719_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL604_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL1006_N1_3T26-1-210413","Glu_6_CA_CA2"
"CELL1348_N1_3T26-1-210413","Glu_19_CA_HHIP"
"CELL1186_N1_3T26-1-210413","GABA_5_Vip_FAT3"
"CELL1121_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL1031_N1_3T26-1-210413","Glu_1_Dg_PPP3CA"
"CELL1043_N1_3T26-1-210413","GABA_11_Pvalb_TRDN"
"CELL1189_N1_3T26-1-210413","Glu_16_CA_TRPC3"
